priority_group,bucket,finding_id,target_name,claim_type,confidence,evidence_type,evidence_ref,docsdb_status,suggested_action,summary
normal,search-breadcrumb,2295,Ivan Fisher,synthesis,medium,ref,OpenSanctions search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"COMPREHENSIVE NEGATIVE RESULTS: Exhaustive multi-database search for Ivan Fisher, Diane Fisher, Fisher & Soffer, and The Fisher Group returned zero results across: (1) SEC EDGAR - no filings, no CIK, no insider transactions; (2) NYC ACRIS - no property records for Ivan Fisher (Diane Fisher result was different person in Staten Island); (3) Corporate registries (NY, FL, CO, NM, CA, UK) - no entities for Ivan Fisher, Fisher & Soffer, or Fisher & Sophir registered in any jurisdiction; (4) UCC filings (FL, NM) - zero filings; (5) FAA aircraft registry - zero; (6) GLEIF LEI - zero; (7) OpenSanctions - not listed; (8) Deutsche Bank DS10 - zero transactions; (9) FARA - not registered; (10) ProPublica 990 - no matching nonprofits; (11) OCCRP Aleph - API error, not searched. The NY SoS 'Diane Fisher-Golden' (Coolfish Web Development, Slingerlands NY) is a different person. This total absence from corporate, financial, and property databases is consistent with Fisher operating exclusively as a solo/partnership criminal defense attorney with no corporate or financial entanglements beyond his law practice."
normal,search-breadcrumb,2295,Ivan Fisher,synthesis,medium,ref,ProPublica 990 search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"COMPREHENSIVE NEGATIVE RESULTS: Exhaustive multi-database search for Ivan Fisher, Diane Fisher, Fisher & Soffer, and The Fisher Group returned zero results across: (1) SEC EDGAR - no filings, no CIK, no insider transactions; (2) NYC ACRIS - no property records for Ivan Fisher (Diane Fisher result was different person in Staten Island); (3) Corporate registries (NY, FL, CO, NM, CA, UK) - no entities for Ivan Fisher, Fisher & Soffer, or Fisher & Sophir registered in any jurisdiction; (4) UCC filings (FL, NM) - zero filings; (5) FAA aircraft registry - zero; (6) GLEIF LEI - zero; (7) OpenSanctions - not listed; (8) Deutsche Bank DS10 - zero transactions; (9) FARA - not registered; (10) ProPublica 990 - no matching nonprofits; (11) OCCRP Aleph - API error, not searched. The NY SoS 'Diane Fisher-Golden' (Coolfish Web Development, Slingerlands NY) is a different person. This total absence from corporate, financial, and property databases is consistent with Fisher operating exclusively as a solo/partnership criminal defense attorney with no corporate or financial entanglements beyond his law practice."
normal,search-breadcrumb,2295,Ivan Fisher,synthesis,medium,ref,registry.db search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"COMPREHENSIVE NEGATIVE RESULTS: Exhaustive multi-database search for Ivan Fisher, Diane Fisher, Fisher & Soffer, and The Fisher Group returned zero results across: (1) SEC EDGAR - no filings, no CIK, no insider transactions; (2) NYC ACRIS - no property records for Ivan Fisher (Diane Fisher result was different person in Staten Island); (3) Corporate registries (NY, FL, CO, NM, CA, UK) - no entities for Ivan Fisher, Fisher & Soffer, or Fisher & Sophir registered in any jurisdiction; (4) UCC filings (FL, NM) - zero filings; (5) FAA aircraft registry - zero; (6) GLEIF LEI - zero; (7) OpenSanctions - not listed; (8) Deutsche Bank DS10 - zero transactions; (9) FARA - not registered; (10) ProPublica 990 - no matching nonprofits; (11) OCCRP Aleph - API error, not searched. The NY SoS 'Diane Fisher-Golden' (Coolfish Web Development, Slingerlands NY) is a different person. This total absence from corporate, financial, and property databases is consistent with Fisher operating exclusively as a solo/partnership criminal defense attorney with no corporate or financial entanglements beyond his law practice."
normal,search-breadcrumb,2295,Ivan Fisher,synthesis,medium,ref,SEC EDGAR EFTS search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"COMPREHENSIVE NEGATIVE RESULTS: Exhaustive multi-database search for Ivan Fisher, Diane Fisher, Fisher & Soffer, and The Fisher Group returned zero results across: (1) SEC EDGAR - no filings, no CIK, no insider transactions; (2) NYC ACRIS - no property records for Ivan Fisher (Diane Fisher result was different person in Staten Island); (3) Corporate registries (NY, FL, CO, NM, CA, UK) - no entities for Ivan Fisher, Fisher & Soffer, or Fisher & Sophir registered in any jurisdiction; (4) UCC filings (FL, NM) - zero filings; (5) FAA aircraft registry - zero; (6) GLEIF LEI - zero; (7) OpenSanctions - not listed; (8) Deutsche Bank DS10 - zero transactions; (9) FARA - not registered; (10) ProPublica 990 - no matching nonprofits; (11) OCCRP Aleph - API error, not searched. The NY SoS 'Diane Fisher-Golden' (Coolfish Web Development, Slingerlands NY) is a different person. This total absence from corporate, financial, and property databases is consistent with Fisher operating exclusively as a solo/partnership criminal defense attorney with no corporate or financial entanglements beyond his law practice."
normal,search-breadcrumb,2295,Ivan Fisher,synthesis,medium,ref,UCC search,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"COMPREHENSIVE NEGATIVE RESULTS: Exhaustive multi-database search for Ivan Fisher, Diane Fisher, Fisher & Soffer, and The Fisher Group returned zero results across: (1) SEC EDGAR - no filings, no CIK, no insider transactions; (2) NYC ACRIS - no property records for Ivan Fisher (Diane Fisher result was different person in Staten Island); (3) Corporate registries (NY, FL, CO, NM, CA, UK) - no entities for Ivan Fisher, Fisher & Soffer, or Fisher & Sophir registered in any jurisdiction; (4) UCC filings (FL, NM) - zero filings; (5) FAA aircraft registry - zero; (6) GLEIF LEI - zero; (7) OpenSanctions - not listed; (8) Deutsche Bank DS10 - zero transactions; (9) FARA - not registered; (10) ProPublica 990 - no matching nonprofits; (11) OCCRP Aleph - API error, not searched. The NY SoS 'Diane Fisher-Golden' (Coolfish Web Development, Slingerlands NY) is a different person. This total absence from corporate, financial, and property databases is consistent with Fisher operating exclusively as a solo/partnership criminal defense attorney with no corporate or financial entanglements beyond his law practice."
normal,search-breadcrumb,2296,Ivan Fisher,synthesis,medium,ref,EpsteinExposed.com search API 'Ivan Fisher' (17 results),n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"EpsteinExposed.com indexes 17 documents mentioning Ivan Fisher, confirming the comprehensive document footprint: 7 are direct court filings from 96 CIV 8307 (EFTA01324981, EFTA01325003, EFTA01325008, EFTA01325020, EFTA01325022, EFTA01325025, EFTA01480859), 2 are the Vicky Ward Vanity Fair article (EFTA01334040 and document d-28674), 2 are derivative court exhibits (d-987, d-7056 discussing 'illegal subletting'), 1 is the EFTA01405372 due diligence report mentioning Epstein & Co in a KYC context, 1 is a Law360 article about defense investigators (EFTA00032906), and 1 is the Virginia Roberts v. Dershowitz filing (d-34595). The Vicky Ward article (EFTA01334040) is the only document that names Fisher outside the court case context, describing the subletting as one of several Epstein legal disputes."
normal,search-breadcrumb,2321,Jack Abramoff,synthesis,medium,ref,all returning zero relevant results,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Comprehensive negative results across corporate, financial, and regulatory databases. Zero hits for Abramoff in: corporate registries (CO/FL/NY/NM/PA/VI/UK/CA), UCC filings, FAA aircraft registry, USVI corporate registry, NYC ACRIS property records (100 results all different Abramoffs), DS10 Deutsche Bank transactions, GLEIF LEI database (3 hits are unrelated — Aaron's Trading Inc at c/o Thierry C Abramoff in Miami FL), SEC EDGAR (70 filings mention 'Abramoff' but none are the lobbyist — top hit is Chiron Corp proxy filings), ProPublica 990 (0 for 'Abramoff', Capital Athletic Foundation not found as DC nonprofit, American International Center returns unrelated orgs). Epstein 20K also zero. This is investigatively significant: Abramoff operated primarily in DC/Maryland jurisdictions not covered by our registry tools, and his nonprofit conduits (Capital Athletic Foundation, American International Center) are not in ProPublica's database likely due to revoked tax-exempt status post-scandal."
normal,search-breadcrumb,2321,Jack Abramoff,synthesis,medium,ref,Multi-source search across 15+ databases,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Comprehensive negative results across corporate, financial, and regulatory databases. Zero hits for Abramoff in: corporate registries (CO/FL/NY/NM/PA/VI/UK/CA), UCC filings, FAA aircraft registry, USVI corporate registry, NYC ACRIS property records (100 results all different Abramoffs), DS10 Deutsche Bank transactions, GLEIF LEI database (3 hits are unrelated — Aaron's Trading Inc at c/o Thierry C Abramoff in Miami FL), SEC EDGAR (70 filings mention 'Abramoff' but none are the lobbyist — top hit is Chiron Corp proxy filings), ProPublica 990 (0 for 'Abramoff', Capital Athletic Foundation not found as DC nonprofit, American International Center returns unrelated orgs). Epstein 20K also zero. This is investigatively significant: Abramoff operated primarily in DC/Maryland jurisdictions not covered by our registry tools, and his nonprofit conduits (Capital Athletic Foundation, American International Center) are not in ProPublica's database likely due to revoked tax-exempt status post-scandal."
normal,search-breadcrumb,2322,Jack Abramoff,paraphrase,high,ref,LittleSis API entity 26331 relationships endpoint,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"LittleSis entity 26331 maps 50+ relationships for Jack Abramoff. Key associates: co-conspirators Bob Ney (entity 13723, former OH Rep) and Neil Volz (entity 20135, Ney's chief of staff turned witness), business partner Marcus Andrade (428725, NAC Foundation), Michael Scanlon (25982, former DeLay aide/Abramoff partner who defrauded tribes), business associate Paul Erickson (325123, conservative operative tied to Russian interference probe), close colleague Grover Norquist (20022, anti-tax activist). Abramoff typed as Person+Lobbyist. Campaign contributions to 20+ political figures tracked. LittleSis shows NO direct relationship link to Jeffrey Epstein (entity 36043), despite both being in the database. Network analysis confirms the two operated in adjacent but non-overlapping influence spheres."
normal,search-breadcrumb,2330,Jack Abramoff,synthesis,medium,ref,DugganUSA:214hits,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,Greenberg Traurig (Abramoff employer) appears 214 times in Epstein document corpus but as legal newsletter recipient not direct connection
normal,search-breadcrumb,2337,Jack Abramoff,synthesis,medium,ref,DOJ:0results,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Zero direct mentions in Epstein DOJ Vol 11 (331K docs), DugganUSA (204K docs), Epstein 20K, or investigation PDFs; only tangential mention via shared attorney in LMSBAND/Unified"
normal,search-breadcrumb,2337,Jack Abramoff,synthesis,medium,ref,DugganUSA:0results,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Zero direct mentions in Epstein DOJ Vol 11 (331K docs), DugganUSA (204K docs), Epstein 20K, or investigation PDFs; only tangential mention via shared attorney in LMSBAND/Unified"
normal,search-breadcrumb,2337,Jack Abramoff,synthesis,medium,ref,LMSBAND:1result,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Zero direct mentions in Epstein DOJ Vol 11 (331K docs), DugganUSA (204K docs), Epstein 20K, or investigation PDFs; only tangential mention via shared attorney in LMSBAND/Unified"
normal,search-breadcrumb,2342,Southern Air Transport,synthesis,medium,ref,LittleSis API entity 345808 relationships,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"LittleSis records a direct BUSINESS RELATIONSHIP between Southern Air Transport (CIA proprietary airline 1960-1973, Iran-Contra arms transporter) and Jeffrey Epstein. SAT Entity 345808 has 9 mapped relationships: CIA (owner 1960-73), Epstein (business), USAID (business), Frederick C. Moor Jr (founder), Stanley G. Williams (COO/owner), Mary Jean Bastian (employee), William Cooper (pilot killed 1986 Nicaragua shootdown). First database confirmation of SAT-Epstein connection. Requires verification of LittleSis sourcing."
normal,search-breadcrumb,2346,Stanley Pottinger,paraphrase,high,ref,DOJ Vol 11 32 hits,n/a,Replace with concrete source IDs (EFTA/SEC/CL/etc.); move search notes into finding detail.,"Stanley Pottinger intelligence nexus mapped via LittleSis + corpus. 18 LittleSis relationships confirm: (1) Epstein roommate + later victims' lawyer via Edwards Pottinger LLC, (2) attorney for Reza Hashemi + connected to Cyrus Hashemi (Iran arms shipping), (3) professional relationship with Mark Felt (Deep Throat/FBI), (4) DOJ AAG Civil Rights 1973-77, (5) son Matthew Pottinger = former Deputy NSA under Trump, former Marine intelligence officer. 142 DugganUSA hits include critical 'MacGyver' exchanges with Ruemmler (2016-17): Epstein instructed someone 'DO NOT meet' when Pottinger sought access. Also: iMessage Sep 2018 'Pottinger? His whole family are rats' — 'His brother Stan would have written it' (referencing son Matthew's NSC role)."
